,clean_text,category
1962,modi lead bjp gathbandhan has lost the 2019 parliamentary election due arrogance abusing opposition rafael demonetization cagand harassing opposition with the tools cbi income tax fera and jumlebaazi,-1.0
1963,looking into says air india modi picture airline boarding pass very soon they will replace mahatmas photos with namo currencies well ,1.0
1964,wah modi wah here sell tea not confirmed become sell garments thank you for inspiring bhakts,1.0
1965,bjp remain third 2014 with the defeat margin 308000 votes during modi lahar and now the bhukts are dreaming winning the seat,1.0
1966,yes yes yes modi govt historical because has destroyed the office governor should order action against kalyan singh ,1.0
1967,recorded calls from narendra modi has been doing the rounds too just clarify that too then,0.0
1968,vikas yatra empowering youth with opportunities via thanks ,1.0
1969,many 111 farmers from have decided fight the electoral battle against and file nominations from varanasi ,1.0
1970,stop modi govt come back into the power sir why dont you fight again stop them aap bhi kamal karte ,0.0
1971,kalyan singh working constitutional post governor not his wisdom canvasing for modi bjp still want one stop him step down from the post,-1.0
1972,"always surprises when otherwise intelligent people appreciate this fake person
abuses hurled narendra modi are unparalleled narendra modi hasn’ abused him except saying shahzada last time this time namdar aware what defines india not",1.0
1973,can help them teach them how code ,0.0
1974,what kind country are living inin the name hindutva muslims are being beaten upi hindu and have read the ramayana the gita and the hanuman chalisia nowhere any these texts written that muslims must beaten ” kejriwal ,1.0
1975,commentary rahul gandhi’ reluctant bid rival indias modi via ,0.0
1976,how you people abusing modi you will dig whole for your party,1.0
1977,super cute  ,1.0
1978,jaise jhoothe kahin nahin milenge agenda vision work morning noon evening night only one thing modi modi modi modi modi modi pagal gaye hai ,0.0
1979,modi has been targeting mallikarjun kharge kharge our senior leader and has excelled whatever has done one has vouch for kharge ,0.0
1980,mani shankar aiyar embarrasses india pakistan says remove modi government solve issues hamein aaiye inhein hataiye bring the congress remove him aiyar reportedly said when asked about how his party suggests the dispute over kashmir resolved pti,0.0
1981,our honorable prime minister modi still not understanding completely the demand bihar few time rectify his mistake perhaps its not mistake modi sir but the three royal man hidden side the tenets modi which governing india really and hiddenlly,-1.0
1982,equation simple you want development vote for modi you want bad future for your kids freebies terrorist attacks communal agenda etc then you are free vote for congress pappu,-1.0
1983,the congress has always fought for the poor have always prioritized the youth the country the region today has got jobs students have reserved seats medical and engineering colleges modi promised give lakh jobs where are these jobs ,-1.0
1984,ask tat basterd was doing when was rbi governer tat branch pnb not audited where nirav modi was getting lcsafter this guys period governer over scam unearthedtottlay was doing work for corrupt congies,-1.0
1985,modi would magnanimously distribute these shirt free cost then willing take part his ौीाी campaign have lot poor neighbors who are haplessly unemployed they are saying could join his ौीाी campaign any wage least 2tshrt,-1.0
1986,she wins then she will not remain modi stooge she will independent bjp will not like such people,1.0
1987,narendra modis return necessary for country and society rajasthan guv kalyan singh ,0.0
1988,there you ,0.0
1989,har har modi song out now ,0.0
1990,today every indian must take pledge bring back modi and discard the corrupt pakistan spy 2019 election,-1.0
1991,frds dont take his comments lightly dont take voting seriously and holiday voting daydigvijay singh kind person will your home minstergo out and vote for modi dont ease till voting happens ,1.0
1992,modi biopic producer clarifies music credits given javed akhtar modi biopic producer clarifies music credits given javed akhtar source tie ,0.0
1993,rahul gandhi sir modi legend our generation not you are modi king and this generation anything for modi love modi modi hai tou kal hai ,1.0
1994,only one choice modi,0.0
1995,eam have decided not criticise bullshits before 23rd may 2019 else,0.0
1996,modi meetings andhra pradesh march april modi meetings andhra pradesh march april piyush goyal release party manifesto tomorrow source ,0.0
1997,one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign republic world via thanks ,1.0
1998,yes want see this movie great narendra modi ,1.0
1999,documents reveal modi and javadekars war indias environment via thanks ,1.0
2000,equation simple you want development vote for modi you want bad future for your kids freebies terrorist attacks communal agenda corruption etc then you are free vote for congress pappu,-1.0
2001,why this hatred for modi you even have reason there only fashionable hate modi some quarters,-1.0
2002,you such disgrace our country just can’ talk about ones mistake but want always use your hate against modi evident shame you,-1.0
2003,"why choose modi 2019 londonuk hyper loop rail start ahmedabadjaipurdelhi route
t20 rail start ayodhya citysri lanka route internet first start bharat then usa and china spoilling rahul and sonia career jai hind jay jawan start",1.0
2004,modi kitna faltu time hai  whatcha this ,0.0
2005,vote for modi support for modi ,0.0
2006,hey governor asking vote for modi  know cant take any action you are alliance with bjp but its utter shame and joke constitution this country  ,1.0
